[2026-08-13T07:56:14.736Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.586Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.599Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 12ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.604Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 4ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:17:16.608Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 3ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:17:16.669Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.735Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.759Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 22ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.766Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.907Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.938Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 6ms | Success: true | Reason: N/A
[2026-08-13T09:17:16.995Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:17:17.043Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 28ms | Success: true | Reason: N/A
[2026-08-13T09:20:22.581Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 20ms | Success: true | Reason: N/A
[2026-08-13T09:20:22.687Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:20:22.759Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 4ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:20:22.814Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 4ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:20:22.858Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 5ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:20:22.899Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:20:22.959Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 11ms | Success: true | Reason: N/A
[2026-08-13T09:20:23.031Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.095Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 969ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.141Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.174Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 32ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.179Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.197Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 17ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.202Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 3ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:20:24.207Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 3ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:20:24.267Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.335Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.361Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 25ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.367Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.547Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.577Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.648Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:20:24.731Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 60ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.091Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.118Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.145Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:23:19.161Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:23:19.182Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 3ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:23:19.200Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.220Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.245Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.709Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 430ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.731Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.741Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 10ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.744Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.752Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.754Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:23:19.756Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:23:19.780Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.810Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.826Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 13ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.829Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.887Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.902Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.928Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:23:19.949Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 11ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.158Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.184Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.210Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:27.225Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:27.239Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:27.256Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.274Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.297Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.887Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 561ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.902Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.917Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.919Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.929Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 10ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.931Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:27.932Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:27.952Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.982Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.992Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 9ms | Success: true | Reason: N/A
[2026-08-13T09:25:27.994Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:28.057Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:28.069Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:28.100Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:28.129Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 21ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.184Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 11ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.222Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.251Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:51.273Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:51.290Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:51.314Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 1ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.340Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.369Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.782Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 387ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.800Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.812Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 11ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.814Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.821Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.823Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:51.824Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:25:51.847Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.878Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.890Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 12ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.892Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.957Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.970Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:25:51.995Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:25:52.017Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 12ms | Success: true | Reason: N/A
[2026-08-13T09:26:39.741Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:26:39.772Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:26:39.804Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:26:39.820Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:26:39.838Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 3ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:26:39.857Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 1ms | Success: true | Reason: N/A
[2026-08-13T09:26:39.882Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:26:39.914Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.367Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 426ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.389Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.404Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 15ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.406Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 1ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.416Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 9ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.418Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:26:40.420Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:26:40.446Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.475Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.485Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 10ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.488Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.552Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.566Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.592Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:26:40.614Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 12ms | Success: true | Reason: N/A
[2026-08-13T09:27:10.618Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:27:10.650Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:27:10.678Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:27:10.703Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:27:10.724Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:27:10.751Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:27:10.776Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:27:10.811Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.316Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 476ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.332Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.345Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 12ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.346Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 1ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.357Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 10ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.359Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:27:11.360Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:27:11.383Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.409Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.418Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.421Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.478Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.494Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.539Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 18ms | Success: true | Reason: N/A
[2026-08-13T09:27:11.563Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 13ms | Success: true | Reason: N/A
[2026-08-13T09:30:30.530Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 9ms | Success: true | Reason: N/A
[2026-08-13T09:30:30.564Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:30:30.593Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:30:30.612Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:30:30.626Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:30:30.644Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:30:30.668Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:30:30.697Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:30:31.159Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 430ms | Success: true | Reason: N/A
[2026-08-13T09:30:31.181Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:30:31.194Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 12ms | Success: true | Reason: N/A
[2026-08-13T09:30:31.196Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
